Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Dependentiae;Babeliae,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Acidobacteriota;Subgroup 19,Bacteria;Acidobacteriota;Vicinamibacteria,Bacteria;Chloroflexi;Chloroflexia,Bacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium,label
-0.1554938317596276,-0.1621928389634491,0.15688894027464476,-0.08059871619088706,-0.19656685457198955,-0.365661893825894,-0.6924049306190553,1.5157298401012875,-0.2661980629785673,-0.08037136859751626,-0.6993312227673584,-0.14539880113211218,0.00994886956296015,-0.17757379517071833,-0.5524390197036317,-0.25738639662215457,0
-0.08613009157035023,1.0536351118014908,-0.517869068927623,-0.08059871619088706,-0.19656685457198955,-0.2933240805052413,1.3887649109468565,-0.15630741648954066,0.14285781994878302,-0.08037136859751626,-0.5617796601710917,-0.14539880113211218,-0.3677327447894142,0.256016588183026,2.3709017147908873,3.30354681558455,1
-0.14393320839474805,0.29963328186974514,-0.8771258929397519,-0.08059871619088706,-0.19656685457198955,-0.3536055916057852,-0.3682815385277412,-0.8130156909826222,-0.2661980629785673,-0.08037136859751626,1.10749750483786,-0.14539880113211218,-0.3677327447894142,-0.17757379517071833,-0.17873013758105885,-0.25738639662215457,1
-0.16705445512450717,-0.6381564941078636,0.40583549588817763,-0.08059871619088706,-0.19656685457198955,0.06836498609802245,-0.45013923193855776,-0.13672316508134263,-0.2661980629785673,-0.08037136859751626,-0.13090047512978967,-0.14539880113211218,-0.3677327447894142,-0.17757379517071833,-0.2616430406886393,-0.25738639662215457,1
-0.10925133830010936,-0.5580437996776156,-0.2802068622734454,-0.08059871619088706,-0.19656685457198955,-0.1185076983136638,-0.10203732359559041,-0.5090782827644842,-0.2661980629785673,-0.08037136859751626,-0.6889172243373571,-0.14539880113211218,0.00994886956296015,-0.0330436673861369,0.3471058971997705,-0.25738639662215457,1
0.08727925890284324,-0.195180419022963,-0.6949642597387301,-0.08059871619088706,-0.19656685457198955,-0.2450988716248061,-0.18224132623043088,-0.8315825786813035,-0.2661980629785673,-0.08037136859751626,-0.6893511409386072,-0.14539880113211218,-0.3677327447894142,0.40054671596760744,1.9846958153883314,-0.25738639662215457,1
-0.2017363252191459,-0.6640753070117673,1.9688329731768437,-0.08059871619088706,-0.19656685457198955,-0.27523962717507805,-0.5956640202244539,1.6863926023727274,2.051785273609751,-0.08037136859751626,-0.4871460047560827,-0.14539880113211218,-0.3677327447894142,0.11148646039844454,-0.20684842646102092,9.662356123096522,1
-0.0976907149352298,-0.30356818207565145,1.1248097295842459,-0.08059871619088706,-0.19656685457198955,-0.04014173388295666,-0.22275675024184513,-0.3475717938786953,-0.2661980629785673,-0.08037136859751626,0.4965429302777862,-0.14539880113211218,-0.3677327447894142,0.5450768437521889,-0.4500596089099237,-0.25738639662215457,0
-0.16705445512450717,0.49284625078975497,0.1366231707149862,-0.08059871619088706,-0.19656685457198955,-0.365661893825894,-0.7072881476028401,-0.7651995966353335,-0.2661980629785673,-0.08037136859751626,0.16199323071399574,-0.14539880113211218,-0.17889193761322703,-0.17757379517071833,-0.5546019650020904,-0.25738639662215457,0
-0.2017363252191459,-0.30828069351272486,-1.218189582915369,-0.03700607721882664,-0.05658990808255894,-0.3475774404957308,0.5263651712753246,-0.7550259595401657,-0.12984610200278385,-0.08037136859751626,-0.7201592196273608,-0.14539880113211218,-0.3677327447894142,-0.17757379517071833,-0.5202351674821367,-0.25738639662215457,1
-0.06300884484059109,-0.14569904893369218,2.0869731979962167,-0.08059871619088706,0.6926984525373342,-0.2872959293951869,0.30559745268251626,1.2680017768339515,2.1881372345855348,0.13018487309285187,-0.33093602830606383,-0.14539880113211218,-0.3677327447894142,-0.17757379517071833,-0.39935055802383823,-0.25738639662215457,1
0.1335217523623615,0.8674909100370911,-0.2864247688428861,-0.08059871619088706,-0.19656685457198955,0.06233683498796806,-0.47411774819021113,-0.18250453200959774,-0.2661980629785673,-0.08037136859751626,0.23575905292650465,-0.14539880113211218,0.19878967673914733,-0.17757379517071833,-0.3169183094270263,-0.25738639662215457,0
0.45721920657898935,1.3882234238337028,-0.12360773385790202,0.0937718396973546,0.22336398489630227,-0.3536055916057852,0.677677877277137,1.295979278845663,-0.2661980629785673,-0.08037136859751626,-0.6667874776736044,-0.01479952082951856,-0.3677327447894142,-0.17757379517071833,-0.4022344850884497,2.540489698683113,2
-0.07456946820547067,1.6544803200283504,0.4044537388727464,-0.08059871619088706,-0.19656685457198955,-0.29935223161529567,0.18818540758821373,-0.34884349851559127,-0.2661980629785673,-0.08037136859751626,-0.7253662188423615,-0.14539880113211218,-0.3677327447894142,-0.17757379517071833,0.30865353633828385,-0.25738639662215457,0
-0.0976907149352298,-0.602812658329813,1.0271655671604365,-0.08059871619088706,6.242372683941818,0.32757548383036145,-0.5898761025085375,0.023511619167550235,-0.2661980629785673,-0.08037136859751626,0.1502774824802443,-0.14539880113211218,-0.3677327447894142,-0.17757379517071833,-0.1712799926641458,-0.25738639662215457,1
-0.0976907149352298,-0.37189959791321586,0.7549594351204773,-0.08059871619088706,-0.14716322639924934,-0.1185076983136638,-0.2616184834772833,1.197040658095156,-0.2661980629785673,0.34074111478322,0.0682672448439844,-0.14539880113211218,0.7653120982677089,-0.17757379517071833,-0.507257495691385,-0.003034024321675675,0
-0.1554938317596276,-0.3247744835424818,0.7634802700489701,-0.08059871619088706,-0.19656685457198955,0.09247759053824005,-0.4220264887469642,0.15958401531541958,-0.2661980629785673,-0.08037136859751626,-0.2124767961647995,-0.14539880113211218,0.5764712910915217,-0.17757379517071833,-0.5053348776483106,-0.25738639662215457,2
0.07571863553796368,0.00038880561558354653,0.1663309465467584,0.31173503455765667,-0.19656685457198955,-0.20892996496447971,-0.42119964335897614,-0.7135683883773569,-0.2661980629785673,-0.08037136859751626,-0.6750318930973555,5.8621680927871935,-0.3677327447894142,-0.17757379517071833,-0.20660809920563664,-0.25738639662215457,3
