Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Negativicutes,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,label
-0.20576338221354537,-0.4238652798873092,-0.07308978156325406,0.04300939305143126,1.5088597517366988,-0.6018237169197566,-0.6998753385681014,-0.6780694369660405,-0.6232075482664547,-0.043029394772546366,1
-0.07484463634231474,0.061678579663005155,-0.10847073406990827,-0.20823346949362145,-0.025220563296160195,-0.6297721295126839,-1.1721024337469235,0.4395649956871568,-0.15170972061011953,-0.043029394772546366,0
-0.10102838551656088,0.45633245565217695,0.14383205828788798,-0.20823346949362145,0.05523819448528346,-0.3845473480521608,-0.5507238298176319,-0.5685669756945848,-0.4854881016487828,-0.043029394772546366,0
-0.19267150762642232,-0.4836613217038504,-0.2226658083672474,0.099741652335798,-0.19150199604447707,-0.4954394367273238,-0.7310990973203623,-0.7321556728976906,-0.5992979221175534,-0.043029394772546366,0
-0.1664877584521762,-0.11531770411395674,-0.39029832127808495,-0.21633807796281668,-0.1646824101173292,-0.72173142256038,-1.1509425311214243,-0.023714648153617162,-0.6404224790936637,-0.043029394772546366,1
0.10844160787740814,-0.3879876547973845,-1.0705886356818914,-0.21633807796281668,0.28588663345875526,-0.47019570922403464,-0.25009838397974793,-0.14873365252021836,0.3905606004469637,-0.043029394772546366,0
1.8103853042034064,0.659638997828417,-1.531029031406419,-0.21633807796281668,0.20006395849188202,0.607170518148484,-0.6676193894438649,-0.6355097759050699,0.5161658364825257,-0.043029394772546366,4
-0.17957963303929925,-0.11531770411395674,-0.6504093238442462,-0.21633807796281668,-0.12713498981932217,-0.35118956527995726,-1.087720870837921,-0.6953592992720597,-0.6598689750281035,-0.043029394772546366,1
0.02989036035466976,-0.44060817159594073,0.15261629477229868,-0.21633807796281668,-0.07885973515045597,-0.655015857015973,-0.9478590754352314,-0.7507755246118653,0.9408007968870141,-0.043029394772546366,4
-0.15339588386505312,-0.7061025972613836,-0.563054972138162,-0.21633807796281668,-0.3524195116073644,-0.6955861333605449,-0.9955978801391014,-0.30079577485264464,-0.1268437094152621,-0.043029394772546366,0
-0.04866088716806862,0.15256856322414775,-1.1864917559623105,-0.21633807796281668,-0.3470555944219348,-0.036544533185389076,0.6329404792453499,0.7631957516716209,1.0884028889795654,-0.043029394772546366,1
0.1215334824645312,-0.21816689603840755,-0.7448398660516613,-0.005618257763740228,-0.31487209130935734,-0.29258805500446466,-0.6562652953521336,-0.7059992145373024,1.1601317674262694,-0.043029394772546366,1
-0.10102838551656088,0.2267156550766588,-1.171851361821626,-0.21633807796281668,0.9724680331937411,-0.11137415399871047,-0.23977648025999224,-0.6337364566941961,-0.44213197956544165,-0.043029394772546366,1
0.2262684791615157,0.6381124227744621,1.0366520943006312,-0.21633807796281668,-0.34169167723650523,0.3114582816813826,-0.6170420612170621,0.44000832548987523,-0.15840441593181193,-0.043029394772546366,0
-0.07484463634231474,0.42284667223491385,-1.0027548094967198,-0.21633807796281668,-0.2344133335279137,-0.25742714883916906,-0.4671164096876109,1.572272641632781,-0.6490299445072683,-0.043029394772546366,0
-0.17957963303929925,0.4180629888895906,-0.05308124290431857,-0.21633807796281668,0.2537031303461778,-0.3115208506319315,-0.5398858309118885,-0.7503321948091468,0.07272197017423473,-0.043029394772546366,1
-0.11412026010368394,-0.2970976712362419,-0.5308461050286561,-0.21633807796281668,-0.32023600849478695,-0.54412376834081,-0.8456722286096503,-0.6731928091361375,0.34178496310320494,-0.043029394772546366,1
-0.02247713799382249,1.6450777669650156,-0.8487866644505212,-0.10287355939408321,-0.30414425693849817,0.8010062829058827,0.3085746548520279,-0.7450122371765254,-0.5374516891457285,-0.043029394772546366,0
-0.1664877584521762,-0.3353671379988283,-0.7311754981870224,-0.21633807796281668,-0.26659683664049116,-0.7073064354156434,-1.072754110444275,-0.23296631503672272,-0.560086135233355,-0.043029394772546366,0
-0.20576338221354537,-0.6654412888261356,-1.38047697832638,0.17268312855855525,-0.3524195116073644,-0.3403708249214048,-0.4054430349620708,-0.09686406560216042,-0.6318150136800592,-0.043029394772546366,1
-0.127212134690807,-0.28274662120027205,0.15700841301450402,-0.10287355939408321,0.4843515693196496,-0.12850382623308523,-0.5654325426182837,-0.5721136141163323,-0.6101369526383886,-0.043029394772546366,0
0.17390098081302346,-0.11053402076863345,-0.20704938795051725,-0.21633807796281668,-0.3524195116073644,-0.367417675817786,-1.1426850081456197,-0.39167838440992564,-0.42619222879950736,-0.043029394772546366,1
0.14771723163877734,0.028192796245742092,-0.9300408519313202,-0.21633807796281668,-0.30414425693849817,-0.5206831642306129,-0.7362600491802401,-0.7157524701971082,-0.6002543071635094,-0.043029394772546366,0
-0.17957963303929925,0.05689489631768186,-1.0413078474005224,0.23751999631211723,-0.34169167723650523,-0.2952927400941028,-0.7530331427248431,-0.5229040060145851,-0.6780402909012686,-0.043029394772546366,0
-0.15339588386505312,0.9490518402204763,-0.7497199974318894,-0.21633807796281668,-0.20759374760076582,-0.2033334470464066,-0.9310859818906284,-0.7414655987547779,-0.6324526037106966,-0.043029394772546366,1
-0.127212134690807,-0.022035878880152494,-1.29214660034425,-0.21633807796281668,0.21615571004817077,-0.2655412041080834,-0.8366405628548641,0.1181508887162849,-0.18199524706539463,-0.043029394772546366,1
0.06916598411603896,-0.05552166229741556,0.5091098920979663,-0.21633807796281668,-0.12713498981932217,-0.1032600987297961,-0.8054168041026032,-0.6612229044627396,0.3325399076589631,-0.043029394772546366,1
0.9201378322790381,-0.5912941969736245,-1.0696126094058458,-0.21633807796281668,-0.15395457574647003,0.850592176215915,-0.48879240749909786,2.6606473073065606,-0.30154337780990154,-0.043029394772546366,1
-0.06175276175519168,-0.19903216265711438,-0.5489025911355003,-0.21633807796281668,-0.20222983041533624,1.0164795283803865,-0.2580978593625586,0.39301536640172013,-0.5881400965813994,-0.043029394772546366,1
-0.11412026010368394,-0.5123634217757902,0.09137064595043518,-0.21633807796281668,-0.3470555944219348,-0.19792407686713037,-0.960761455084926,-0.5140374099602162,0.1224539925639496,-0.043029394772546366,1
-0.10102838551656088,0.34391589703707953,-0.36809372349804675,-0.21633807796281668,-0.3524195116073644,0.6035642713622998,0.29438203723736384,-0.2866092211656544,-0.37072189613405615,-0.043029394772546366,0
-0.127212134690807,-0.38559581312472285,-0.22998600543758962,-0.21633807796281668,0.039146442928994725,-0.6351814996919601,-1.022950924996454,-0.37571851151206165,-0.4740114810973101,-0.043029394772546366,2
-0.14030400927793005,-0.6367391887541958,0.04037327302705083,-0.21633807796281668,-0.030584480481589772,-0.41610200743127224,-1.0835921093500185,-0.35044871275711037,-0.009845938793304691,-0.043029394772546366,1
-0.19267150762642232,-0.533889996829745,-0.014040191862493235,-0.21633807796281668,0.14642478663758626,-0.4918331899411396,-0.448020887806063,-0.7427955881629332,-0.4335245141518371,-0.043029394772546366,1
0.09534973329028508,0.13821751318817785,-0.5418264006341695,-0.20823346949362145,0.2537031303461778,-0.27906462955627404,-0.15849148846691632,-0.23739961306390714,-0.014627864023084967,-0.043029394772546366,1
0.3310034758585002,0.19562171333205738,-0.01745628382865295,-0.062350517048106964,0.9456484472665933,0.16630684853747008,-0.6013011580444347,-0.5951667638576914,-0.3834736967468036,-0.043029394772546366,0
-0.17957963303929925,-0.20142400432977603,-0.03185267140032605,-0.21633807796281668,0.162516538193875,-0.5540409470028165,-0.9561165984110359,-0.36640858565497436,-0.6346841688179274,-0.043029394772546366,0
-0.11412026010368394,-0.20859952934776096,-0.4688684364997584,-0.21633807796281668,10.648974635708699,-0.27185213598390573,-1.0983008221506703,-0.479901015150896,0.3558119437772271,-0.043029394772546366,0
-0.08793651092943781,0.5113448141233948,-1.0915732006168726,-0.21633807796281668,0.26979488190246653,0.5783205438590107,-0.9442464091333169,-0.6199932328099242,-0.5986603320869159,-0.043029394772546366,1
-0.20576338221354537,-0.5721594635923314,-0.5998999640588847,-0.21633807796281668,-0.17004632730275876,-0.7677110690842281,-0.8477366093536014,-0.4932009092324493,-0.6053550274086084,-0.043029394772546366,1
-0.1664877584521762,-0.5554165718836999,0.32171284709720466,-0.21633807796281668,3.8260719758422765,0.08065848736559621,-0.9527619797021154,0.2613464149943423,-0.6359593488792021,-0.043029394772546366,0
-0.15339588386505312,-0.5362818385024066,-0.5091295203866408,-0.21633807796281668,-0.3524195116073644,-0.061788260688678216,-0.9148289835320133,0.17401044385880884,-0.373909846287243,-0.043029394772546366,0
0.3310034758585002,-0.03638692891612238,0.14236801887381953,-0.21633807796281668,3.965533822663445,-0.16005848561219665,-0.5969143489635386,0.006431778431237027,-0.5333073539465856,-0.043029394772546366,1
-0.04866088716806862,0.18127066329608751,-1.2733580945303717,-0.14339660174005944,3.5417843650145087,-0.04105234166811928,-0.5564008768634975,-0.7441255775710885,3.1315601421570176,-0.043029394772546366,0
-0.20576338221354537,-0.5889023553009629,0.4947135045262932,-0.21633807796281668,0.03378252574356515,-0.765907945691136,-0.9721155491766572,-0.6607795746600211,-0.035349540018799495,-0.043029394772546366,0
-0.20576338221354537,-0.5386736801750682,-0.2843994703271337,-0.21633807796281668,-0.2826885881967799,-0.6405908698712364,-1.1989393834182882,-0.38680175658002275,-0.6369157339251582,-0.043029394772546366,1
-0.07484463634231474,0.5735326976125976,-1.0698566159748573,-0.1677104271476452,-0.3470555944219348,0.6621657816377925,-0.5414341164698518,-0.745455566979244,-0.6592313849974661,-0.043029394772546366,0
-0.15339588386505312,-0.3521100297074598,-0.2382822287839775,-0.21633807796281668,-0.3524195116073644,-0.5369112747684417,-1.0675931585843972,-0.6235398712316719,-0.6477547644459934,-0.043029394772546366,0
-0.15339588386505312,-0.06987271233338543,-0.9839663036828414,-0.21633807796281668,-0.34169167723650523,-0.5495331385200862,-1.0077261170098144,-0.6647695428844871,0.032872593259399105,-0.043029394772546366,0
-0.10102838551656088,-0.6630494471534739,-0.29464774622561285,-0.20823346949362145,-0.014492728925301042,-0.29258805500446466,-0.6320088216107078,-0.1966132712138103,-0.551159874804432,-0.043029394772546366,0
-0.1664877584521762,-0.5769431469376546,-0.8290221323605972,0.6508550282410749,-0.2344133335279137,-0.6586221038021571,-0.9094099840791415,-0.467931110477498,-0.5030218274913105,-0.043029394772546366,1
-0.08793651092943781,-0.30905687959955014,1.070080994255194,-0.21633807796281668,4.893491495742762,-0.6189533891541313,-1.2167446673348667,-0.2768559655058487,-0.5431899994214648,-0.043029394772546366,3
-0.15339588386505312,0.03776016293638868,-0.0916342808081211,-0.21633807796281668,-0.3363277600510757,-0.42331450100364054,-0.7076167663579181,-0.4728077383074009,1.597837323458824,-0.043029394772546366,0
-0.08793651092943781,-0.18228927094848285,-0.17459651427199993,-0.20823346949362145,0.5969938302136707,-0.5161753557478828,-1.0149514496136434,-0.28173259333575157,-0.47560545617390354,-0.043029394772546366,0
-0.14030400927793005,-0.6343473470815342,-0.6953065325423454,-0.07855973398649746,0.09278561478329049,0.12844125728253636,-0.7432273341910752,-0.5836401889870119,0.06985281503636658,-0.043029394772546366,0
-0.15339588386505312,-0.17511374593049792,-0.5274300130624964,-0.21633807796281668,-0.019856646110730618,-0.29889898688028693,0.5746217232287304,-0.7392489497411857,-0.5262938636095745,-0.043029394772546366,0
-0.11412026010368394,-0.46213474664989557,0.5735276263169781,-0.21633807796281668,0.6345412505116778,-0.06990231595759258,-0.5267254036692,-0.4994075264705075,1.1084869749446424,-0.043029394772546366,1
-0.02247713799382249,-0.6869678638800903,0.10747507950518813,-0.21633807796281668,0.5379907411739454,-0.5035534919962382,-0.7656774747815438,1.61527563249647,-0.6139624928222128,-0.043029394772546366,0
0.08225785870316202,1.6283348752563842,-0.4483718847028001,-0.20823346949362145,1.7555999422664594,-0.08613042649542133,-0.020952121401171968,-0.7308256834895352,-0.15202851562543823,-0.043029394772546366,1
2.12459029429436,-0.5530247302110382,-0.050397170645193085,0.22131077937372673,-0.2826885881967799,0.7442078960234821,2.3293453555871952,-0.6399430739322542,0.3252076223066333,-0.043029394772546366,1
-0.11412026010368394,0.28411985522053834,-0.33246876442238116,-0.10287355939408321,-0.2719607538259207,-0.19702251517058433,0.0368505394294598,-0.38192512875011986,-0.5824017863056631,-0.043029394772546366,0
-0.1664877584521762,0.09038067973494492,-0.1645922449425322,-0.21633807796281668,-0.3095081741239278,-0.7541876436360375,-0.38221875159262053,-0.5215740166064298,-0.4424507745807603,-0.043029394772546366,0
0.02989036035466976,-0.5314981551570833,0.2231341932165957,-0.21633807796281668,0.006962939816417265,-0.07441012444032279,-0.6926500059642724,0.2289833393958959,-0.3780541814863859,-0.043029394772546366,0
0.02989036035466976,0.07842147137163669,-0.7160470909083151,-0.07045512551730222,0.2751587990878961,-0.4467551051138376,0.23786961437170154,-0.6878226926258462,-0.6015294872247842,-0.043029394772546366,0
-0.20576338221354537,-0.42147343821464756,0.5186261482894112,0.45634442498038896,-0.3255999256802165,-0.5098644238720604,-0.7419370962261057,-0.5871868274087594,-0.23140847443979082,-0.043029394772546366,0
-0.14030400927793005,-0.6367391887541958,-0.8763594067488104,-0.21633807796281668,-0.20222983041533624,-0.7370579714016627,-0.6216869178909522,-0.3899050651990519,-0.5023842374606731,-0.043029394772546366,0
-0.03556901258094555,1.9847192844829695,-1.0215433153105984,-0.21633807796281668,0.012326857001846842,-0.4224129393070945,-0.4441501739111546,-0.47325106811011936,-0.6643321052425651,-0.043029394772546366,0
-0.15339588386505312,-0.0674808706607238,-0.2965997987777041,-0.09476895092488796,1.8575143687896214,0.26006926497825833,-0.20468200761282296,-0.5002941860759444,-0.5514786698197506,-0.043029394772546366,2
-0.15339588386505312,-0.6821841805347671,-0.0948063662052694,-0.07855973398649746,0.05523819448528346,-0.10145697533670402,-0.47872855137233605,-0.3344888398592464,0.14253807852902675,-0.043029394772546366,0
-0.14030400927793005,-0.4645265883225572,-0.8512267301406353,0.24562460478131248,-0.05204014922330808,-0.7163220523811038,-1.2680961383406513,2.01693243375938,-0.4526522150709582,-0.043029394772546366,0
-0.17957963303929925,0.7935821314974691,-0.4737485678799866,-0.1352919932708642,-0.3470555944219348,0.14737405291000322,0.48043435178595983,-0.10839064047283996,-0.5584921601567616,-0.043029394772546366,3
0.05607410952891589,1.4776488498787004,-0.7516720499839807,-0.1190827763324737,-0.2612329194550616,0.12213032540671409,0.07426744041357412,-0.7161957999998266,-0.6327713987260153,-0.043029394772546366,0
-0.14030400927793005,-0.057913503970077204,0.18287310932971332,-0.013722866232935477,-0.12713498981932217,-0.6667361590710715,-0.2627427160364486,-0.530883942463517,-0.6299022435881472,-0.043029394772546366,0
0.016798485767546698,-0.6343473470815342,-0.5164497174569831,-0.21633807796281668,-0.3524195116073644,-0.0013836270200934914,-0.47589002784940326,-0.5681236458918664,0.14285687354434545,-0.043029394772546366,1
-0.20576338221354537,-0.4740939550132038,-0.028924592572189146,-0.17581503561684045,-0.31487209130935734,-0.21505374910150515,-0.7336795732503012,0.10174768601570248,-0.662419335150653,-0.043029394772546366,0
-0.19267150762642232,-0.3999468631606927,-0.6635856785708623,-0.21633807796281668,-0.046676232037878504,-0.589201853168112,-1.087204775651933,-0.7334856623058459,0.2895025805909406,-0.043029394772546366,1
-0.1664877584521762,-0.3281916129808433,-0.5930677801265652,1.0236670178240563,0.6667247536242552,0.3682566685637832,-0.11281706450699747,-0.5774335717489537,-0.616831647960081,-0.043029394772546366,0
-0.14030400927793005,-0.4430000132686024,0.1128432240234391,-0.19202425255523095,0.3287979709421919,-0.5053566153893303,0.1632938599964668,0.012638395669295243,-0.6404224790936637,-0.043029394772546366,0
-0.20576338221354537,1.7144411754722035,-0.5662270575353103,0.15647391162016475,1.1602051346837763,-0.7055033120225513,-0.8309635158089984,-0.35532534058701326,-0.5454215645286956,-0.043029394772546366,0
-0.19267150762642232,-0.608037088682256,0.3658780360882696,0.4968674673263652,-0.05204014922330808,-0.7388610947947548,-1.0404981613200386,0.516704381360166,-0.5970663570103225,-0.043029394772546366,1
-0.20576338221354537,-0.4071223881786777,1.147187070062799,-0.17581503561684045,0.18933612412102288,0.05361163646921499,0.5957816258542296,-0.40675159770235275,-0.5878213015660807,-0.043029394772546366,0
0.02989036035466976,1.798155634015361,0.006700366503476475,-0.21633807796281668,-0.3524195116073644,-0.4097910755554499,1.625133474306864,2.6402541363815124,-0.6493487395225869,-0.043029394772546366,1
25.1924733168052,1.3484893995549714,0.1416359991667853,-0.21633807796281668,-0.116407155448463,-0.11678352417798671,-0.6400082969935185,-0.6213232222180796,0.642408662548725,-0.043029394772546366,0
-0.20576338221354537,-0.3425426630168132,-0.12628321360774108,0.26993843018889824,-0.255869002269632,0.453003468039111,-0.3517691356193413,-0.7463422265846809,-0.540958434314234,-0.043029394772546366,0
-0.06175276175519168,0.23867486343996705,-1.0137351051022332,-0.21633807796281668,-0.019856646110730618,1.0822935322282474,-0.31151371111229414,-0.6341797864969145,-0.6241639333124108,-0.043029394772546366,0
-0.14030400927793005,-0.5027960550851436,1.592255051939608,-0.21633807796281668,-0.3524195116073644,-0.3052099187561092,0.8868593107513395,0.8593983188615232,-0.581445401259707,-0.043029394772546366,0
-0.19267150762642232,-0.7204536472973535,0.3690501214854179,-0.21633807796281668,0.5540824927302341,-0.7758251243531424,-1.8894747422699427,-0.7547654928363312,2.978538534804049,-0.043029394772546366,1
0.042982234941792825,1.901004825939812,-0.2546306689077419,-0.21633807796281668,-0.32023600849478695,-0.10055541364015796,-0.5344668314590167,-0.7290523642786615,0.7597252281860011,-0.043029394772546366,0
-0.06175276175519168,1.269558624357137,-0.6182004567347403,-0.21633807796281668,-0.3095081741239278,-0.3178317825077538,-0.8451561334236625,1.1183029236490944,-0.6359593488792021,-0.043029394772546366,1
-0.03556901258094555,-0.5912941969736245,-0.14629175226667657,-0.1677104271476452,-0.07885973515045597,-0.4665894624378505,0.8318951734436405,2.5103585041850085,-0.47369268608199144,-0.043029394772546366,0
-0.1664877584521762,-0.10096665407798686,0.30634043324948595,0.48876285885716997,-0.3363277600510757,0.1780271505925686,0.40172983592282285,-0.6541296276192444,-0.6681576454263893,-0.043029394772546366,0
-0.07484463634231474,-0.3879876547973845,0.09698279703769756,-0.21633807796281668,-0.3524195116073644,-0.743368903277485,-1.1597161492832166,3.1487534200995677,0.17537396510685133,-0.043029394772546366,0
-0.20576338221354537,0.9562273652384612,0.6745463458877011,-0.14339660174005944,1.0958381284586214,-0.5089628621755145,-0.22739019579628544,0.19928024261376015,1.439714995860756,-0.043029394772546366,1
-0.19267150762642232,2.714230994644772,-1.2467613785081282,-0.21633807796281668,-0.3363277600510757,-0.055477328812855935,-0.053466118118402337,-0.737475630530312,1.4958229185568446,-0.043029394772546366,1
-0.20576338221354537,-0.1846811126211445,-0.4915610474178194,-0.21633807796281668,0.11960520071043838,-0.49363631333423175,-0.669683770187816,-0.5193573675928375,-0.4239606636922766,-0.043029394772546366,2
-0.127212134690807,-0.6774004971894438,-1.6278996393039482,-0.21633807796281668,-0.3524195116073644,0.18073183568220674,-1.2608708057368223,1.125839530295308,1.3029519342890403,-0.043029394772546366,0
