Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
-0.43960014113613377,-0.34274884408370015,-0.06666375652276299,-0.2999913336023196,-0.1623184993468096,-0.4243350459158431,-0.0862769118971587,0.022452696057624528,-0.08032435408177226,0.04598856627473656,1.5151750848461267,-0.08288852089861083,-0.6756909962845351,-0.17492202448062447,-0.33615411795992894,-0.05454866090426428,-0.14999263468728258,-0.17861047579896952,0.30857142822167266,-0.17380443672812004,-0.26629047739150996,-0.2318541953975786,-0.22000829290792054,-0.696514551651781,-0.5443406688269476,-0.5449495068992541,0.04543276290033072,-0.3228701778700728,-0.2994549292431432,-0.0824939392325192,-0.04056126467790065,-0.6539505596580658,-0.15207106732464187,-0.18913860419078912,-0.14676683299393248,-0.17192149012094576,-0.49346191368636144,-0.22891042436842315,-0.09664936659476217,-0.24875441359133005,1
-0.1879817655035954,0.4946794852331768,-0.06666375652276299,-0.2999913336023196,-0.1623184993468096,0.06371143359107936,-0.11836550908347358,-0.20987606142855225,-0.08032435408177226,-0.20723688773824384,-0.024304004017827632,-0.08288852089861083,-0.5222316149464431,-0.17492202448062447,-0.2702670712511184,-0.3482026536253194,-0.23996029690780712,-0.5743395565562168,-0.42630120423401746,-0.1858318119867525,-0.29806601401740385,-0.2318541953975786,-0.22000829290792054,-0.683361387680573,-0.5320882154359086,-1.0183138274778754,-0.48345980291558804,0.23536996870466922,-0.2994549292431432,-0.0824939392325192,-0.4048693176575129,0.509492090741229,0.07110115937152135,-0.3796070891922947,-0.14676683299393248,0.8455906043987977,-0.30934683653960743,-0.2408528317269911,-0.09152847570604758,5.834901239340383,0
0.14750940200645574,-0.34274884408370015,-0.06666375652276299,-0.14318321153687355,-0.1623184993468096,0.4603994588060656,0.12229896981388799,-0.24306588392657752,-0.08032435408177226,-0.20723688773824384,0.05643790623727488,-0.08288852089861083,-0.35830909397166294,-0.17492202448062447,-0.16372631487091413,-0.16667109448866713,-0.23996029690780712,-0.5046075599470102,0.21795368807088655,-0.14974968621085513,-0.22543621601536062,-0.2318541953975786,-0.22000829290792054,-0.540085851565629,-0.15838838700921876,-0.35383419242265196,-0.2911352335279812,-0.25309015954823005,-0.2994549292431432,-0.0824939392325192,-0.40697514455334877,-0.47213565400917823,-0.15207106732464187,-0.3796070891922947,-0.14676683299393248,0.35320379932875456,-0.48541174811294907,-0.22891042436842315,-0.09664936659476217,-0.24875441359133005,0
-0.355727349258621,-0.34274884408370015,-0.06666375652276299,-0.2999913336023196,-0.1623184993468096,-0.484439292160538,-0.22695518217049568,-0.24306588392657752,-0.08032435408177226,0.10316850750347407,-0.1911706185450395,-0.08288852089861083,-0.5431578942198192,0.42230865595957934,-0.16372631487091413,-0.2520977105529741,-0.14999263468728258,0.6407404843592078,-0.16313735612488517,0.07877044370316154,-0.23905430314074375,-0.026027709262951306,0.14403623797566042,-0.806907177838705,-0.39118500143895996,-0.568396524647541,-0.14689180648727612,-0.020490098475420878,0.9347493994360306,-0.0824939392325192,-0.40697514455334877,-0.6314936116919324,-0.15207106732464187,-0.3796070891922947,-0.14676683299393248,-0.310732663890692,-0.44593996852718515,-0.23189602620806513,-0.09664936659476217,-0.24875441359133005,0
-0.2718545573811082,-0.34274884408370015,-0.06666375652276299,-0.14318321153687355,-0.1623184993468096,-0.1141971352932175,-0.38763069416863755,-0.11030659393447649,-0.08032435408177226,-0.2154054507709206,-0.16425664846000532,-0.06867307339484428,-0.6181437282827505,-0.17492202448062447,-0.34035967413283175,-0.3446432112893066,-0.23996029690780712,-0.5673663568952962,-0.28602990783622523,-0.17380443672812004,-0.28444792689202075,-0.2318541953975786,-0.22000829290792054,-0.8148930273926528,0.30720484185026364,-0.9453183948652842,-0.48345980291558804,-0.4740602175673988,-0.2994549292431432,-0.0824939392325192,-0.3606469528449588,0.049124657435494705,-0.15207106732464187,0.5727353358152333,2.4236468589786075,-0.29370865201327023,-0.4820358722273245,-0.2378672298873491,-0.09664936659476217,-0.24875441359133005,1
1.237855696414122,-0.34274884408370015,-0.06666375652276299,-0.2999913336023196,0.66060596735147,-0.3882724981690262,-1.034983263492555,-0.24306588392657752,-0.08032435408177226,-0.2154054507709206,0.28789804896856874,-0.08288852089861083,-0.3652845203961217,-0.17492202448062447,-0.15251149840984,-0.3482026536253194,0.0299426897537665,-0.1507176771552869,-0.5231256389156793,-0.11366756043495777,-0.29806601401740385,2.238063638217949,5.240659670345794,-0.502975138932578,0.22756389480851005,0.2460555446844606,0.33391961698174094,-0.055380107636342255,0.47192277618134043,-0.0824939392325192,-0.40697514455334877,-0.0631600823951722,-0.15207106732464187,-0.3796070891922947,-0.14676683299393248,-0.0802537338579058,0.31726766438439463,-0.24682403540627507,-0.09664936659476217,-0.24875441359133005,0
10.128371635430478,-0.22311622560986058,-0.052792960371376145,3.4634035959683858,0.2491437340023302,0.6647538960380283,-1.4744575293051283,-0.14349641643250174,-0.03120761195112499,-0.2154054507709206,0.2017733446964594,-0.08288852089861083,-0.12637616535841023,-0.17492202448062447,1.3012090853568945,-0.3482026536253194,1.919263596384782,-0.5795694563019074,-0.5231256389156793,-0.19785918724538495,-0.26175111501638226,0.5914517491409306,-0.03798602746613005,0.17159427044794537,-0.6484865226507792,-0.9032907215428834,-0.48345980291558804,-0.19494014428002776,-0.2994549292431432,-0.0824939392325192,-0.27851970390735836,-0.5636909034095682,9.66750690730654,0.38226685081372763,-0.14676683299393248,0.14498703867413523,0.3712816785543874,-0.2363744289675281,-0.06080313037376007,-0.24875441359133005,4
-0.43960014113613377,-0.22311622560986058,-0.052792960371376145,-0.2999913336023196,-0.1623184993468096,-0.1141971352932175,-0.6345733768633216,-0.24306588392657752,-0.08032435408177226,-0.2154054507709206,-0.1265770903409575,-0.08288852089861083,-0.11940073893395149,-0.17492202448062447,-0.1609226107556456,-0.3482026536253194,-0.23996029690780712,-0.3494538674915256,-0.3629929200190847,-0.19785918724538495,-0.27536920214176536,-0.2318541953975786,-0.22000829290792054,-0.6706779795654796,-0.5443406688269476,-0.9377976533233809,-0.48345980291558804,-0.5089502267283201,-0.2994549292431432,-0.0824939392325192,-0.1226885136155011,-0.6539505596580658,-0.15207106732464187,-0.3796070891922947,-0.14676683299393248,-0.3120422032658782,-0.49346191368636144,-0.24682403540627507,-0.07616580303990382,3.68772865595272,1
0.4830005695165069,0.2554142482854977,-0.052792960371376145,-0.14318321153687355,-0.1623184993468096,-0.4411642348643577,0.13066990821031796,-0.24306588392657752,-0.08032435408177226,-0.2154054507709206,-0.07813194418789597,-0.08288852089861083,-0.5745473131298835,-0.17492202448062447,-0.2688652191934841,-0.346422932457313,-0.23996029690780712,-0.5255271589297723,-0.5218843000095041,-0.19785918724538495,-0.29806601401740385,-0.2318541953975786,-0.22000829290792054,-0.5175375704721296,-0.6913701095194157,-0.7484519250919325,-0.48345980291558804,0.026029913739140955,-0.2994549292431432,-0.0824939392325192,-0.40697514455334877,-0.6496319158184247,-0.15207106732464187,-0.3796070891922947,-0.14676683299393248,-0.4128767351552222,0.831439530041056,-0.24682403540627507,-0.09664936659476217,-0.24875441359133005,4
-0.43960014113613377,0.13578162981165812,-0.06666375652276299,-0.2999913336023196,-0.1623184993468096,-0.708027088190803,-0.551329045032157,-0.24306588392657752,-0.08032435408177226,-0.2154054507709206,-0.3526544390552445,-0.08288852089861083,-0.6233752981010946,-0.17492202448062447,-0.3081170768072436,-0.32684599960924265,-0.23996029690780712,-0.5586498573191454,0.06526900261134283,-0.1858318119867525,-0.29352665164227615,-0.2318541953975786,-0.22000829290792054,-0.9182393157378583,0.12341804098467847,-0.6913827686857248,-0.38729751822178465,-0.5787302450501629,-0.2994549292431432,-0.0824939392325192,-0.3985518369700051,-0.21301702363071612,-0.15207106732464187,-0.3796070891922947,-0.14676683299393248,-0.16406425386982804,-0.49216349988419816,2.0789597976748304,-0.09664936659476217,-0.24875441359133005,0
