Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
0.0,0.0,0.0,0.002061855670103093,0.024266365688487584,0.0,0.14275558472096903,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.056693132748293636,0.1445898265216113,0.0,0.0,0.0,0.12451015318845743,0.0,0.0,0.0,0,0,0.017857142857142856,0.0,0.020198060656075923,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.021134020618556702,0.0832392776523702,0.0,0.21576026030131518,0.0,0.0,0.0,0.0,0.0,0,0.23435225618631733,0.0,0.0,0,0.0,0.04910154617634768,0.18987062628638635,0.0,0.0,0.0,0.10206626291414321,0.0,0.0,0.0,0,0,0.0,0.0,0.00988240148545492,0.0,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.006185567010309278,0.10891647855530474,0.0,0.05711863943346184,0.0,0.0,0.0,0.0,0.0031892274982282067,0,0.211353711790393,0.0,0.0,0,0.0,0.05829502716255746,0.19564098794472215,0.0,0.0,0.0,0.0015437596484978032,0.0,0.0,0.0,0,0,0.0,0.0,0.247060037136373,0.0,0.0,0.0,0.0,0.028985507246376812,0.0
0.0,0.0,0.0,0.0,0.01805869074492099,0.0,0.2552429387799743,0.0,0.0,0.0,0.0,0.0,0,0.02096069868995633,0.0,0.0,0,0.0,0.002298370246552445,0.13643046162893266,0.0,0.0,0.0,0.012706329414558841,0.0,0.0,0.0,0,0,0.0,0.0,0.042108520734474936,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.023984198645598195,0.0,0.16793809640991988,0.0,0.0,0.0,0.0,0.0,0,0.003784570596797671,0.0,0.0,0,0.0,0.011979384315364256,0.10412378712143487,0.11594202898550725,0.0,0.0,0.0494003087519297,0.0,0.0,0.0,0,0,0.0,0.0,0.003177223024551269,0.0,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.005154639175257732,0.15519187358916478,0.0,0.07992234708664862,0.0,0.0,0.0,0.0,0.002126151665485471,0,0.0002911208151382824,0.0,0.0,0,0.0,0.11262014208106978,0.1977727139076742,0.0,0.0,0.0,0.001365633535209595,0.0,0.0,0.0,0,0,0.05357142857142857,0.0,0.0017330307406643285,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002061855670103093,0.04599322799097066,0.0,0.17310584310830393,0.0,0.0,0.0014044943820224719,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.019988856386683383,0.12283152014113496,0.0,0.0,0.0,0.017693860586628668,0.0,0.0,0.0,0,0,0.0,0.0,0.0024757582009490406,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002061855670103093,0.07928893905191874,0.0,0.08954693353019988,0.0,0.0,0.004213483146067416,0.0,0.0,0,0.0005822416302765648,0.0,0.0,0,0.0,0.019013790221479313,0.13135842399294326,0.057971014492753624,0.0,0.0,0.012171951074694216,0.0,0.003861003861003861,0.0,0,0,0.0,0.0,0.04652362285950072,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.004123711340206186,0.009311512415349887,0.0,0.16678970825472342,0.0,0.0,0.0028089887640449437,0.0,0.00035435861091424523,0,0.01834061135371179,0.0,0.0,0,0.0,0.038863351441704976,0.18487209644222288,0.014492753623188406,0.013422818791946308,0.0,0.07487234295214346,0.0,0.0,0.0,0,0,0.03571428571428571,0.00819672131147541,0.008727047658345368,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0015463917525773195,0.019469525959367944,0.0,0.10690946873376535,0.0,0.0,0.0,0.0,0.03791637136782424,0,0.006404657933042212,0.0,0.0,0,0.0,0.010586432650787018,0.1453616583357836,0.0,0.0,0.0,0.038534615841349006,0.015957446808510637,0.0,0.0,0,0,0.0,0.0,0.011842376727872911,0.0,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.004639175257731959,0.05107223476297968,0.0,0.3197167309217182,0.0,0.0,0.0,0.0,0.0,0,0.2847161572052402,0.0,0.0,0,0.0,0.013650926312856944,0.10158776830344017,0.014492753623188406,0.0,0.0,0.0641254007837549,0.0,0.015444015444015444,0.0,0,0,0.0,0.0,0.009242830616876418,0.0,0.0,0.0,0.0,0.0,0.75
0.0,0.0,0.0,0.002061855670103093,0.09198645598194131,0.0,0.18953873075766275,0.0,0.0,0.0,0.0,0.0,0,0.0008733624454148472,0.0,0.0,0,0.0,0.02876445187351999,0.17410320493972362,0.0,0.0,0.0,0.037881486759292246,0.0,0.0,0.0,0,0,0.05357142857142857,0.0,0.14780276459665773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.004639175257731959,0.06602708803611738,0.0,0.1802422552155962,0.0,0.0,0.0,0.0,0.00035435861091424523,0,0.05152838427947598,0.0,0.0,0,0.0,0.021590750800947207,0.13032931490738017,0.0,0.006711409395973154,0.0,0.06347227170169814,0.0,0.0,0.0,0,0,0.0,0.01639344262295082,0.013616670105219723,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002577319587628866,0.012697516930022574,0.0,0.12189319990156673,0.0,0.0,0.0,0.0,0.006024096385542169,0,0.02416302765647744,0.0,0.0,0,0.0,0.0713887728095835,0.1690311673037342,0.3188405797101449,0.006711409395973154,0.0,0.023037643985274907,0.005319148936170213,0.0,0.0,0,0,0.0,0.0,0.048916855787084795,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
0.0,0.0,0.0,0.002061855670103093,0.06687358916478556,0.0,0.14070489158668964,0.0,0.0,0.0014044943820224719,0.0,0.0,0,0.018049490538573507,0.0,0.0,0,0.0,0.03837581835910294,0.3567333137312555,0.07246376811594203,0.0,0.0,0.0021968887305545658,0.02127659574468085,0.0,0.0,0,0,0.0,0.0,0.010336290488962245,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0036082474226804126,0.03301354401805869,0.0,0.26407459054493754,0.0,0.0,0.0,0.0,0.0,0,0.05356622998544396,0.0,0.0,0,0.0,0.056066304499233874,0.19986768597471333,0.0,0.0,0.0,0.03431896449352809,0.0,0.0,0.0,0,0,0.0,0.0,0.11613369094285125,0.0,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.007216494845360825,0.006489841986455982,0.0,0.21185027205862247,0.0,0.0,0.0,0.0,0.0,0,0.04832605531295488,0.0,0.0,0,0.0,0.022565816966151276,0.1658335783593061,0.0,0.006711409395973154,0.0,0.3175394846217789,0.0,0.0,0.0,0,0,0.0,0.0,0.004662677945120693,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01134020618556701,0.279627539503386,0.0,0.14956388592677658,0.0,0.0,0.0,0.0,0.00035435861091424523,0,0.11441048034934498,0.0,0.0,0,0.0,0.054812648001114364,0.2719053219641282,0.0,0.0,0.0,0.0033250207813798837,0.0,0.0,0.0,0,0,0.05357142857142857,0.0,0.03455745822158036,0.0,0.0,0.0,0.0,0.0,0.25
