Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.20743402033406835,-0.42433504591584315,-0.04224187794666993,-0.08616679486818385,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,0.04598856627473668,-0.027863910628767637,1.515175084846123,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.600710174162772,-0.6968637483097038,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.6706775512687158,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.18913860419079034,-0.18212526100176038,-0.553034328342054,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,1
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.07547801568983298,0.06371143359107936,-0.04224187794666993,-0.1198708372484941,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.20723688773824422,-0.027863910628767637,-0.024304004017827566,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.6283258314435528,-1.1587803296146306,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,0.431875891242793,-0.08723028915096769,0.07110115937152146,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,-0.18448892611031864,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,4.424171540081012,0
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.10186921661868005,0.4603994588060656,-0.04224187794666993,0.12047385117385573,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.20723688773824422,-0.027863910628767637,0.05643790623727473,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.3860207094960567,-0.5509687843784208,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.5626526800666758,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,-0.44538617840012723,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,0
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.19423841986964482,-0.48443929216053794,-0.04224187794666993,-0.22865353955184015,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,0.10316850750347428,-0.027863910628767637,-0.19117061854503897,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.49559251096496115,-0.7274057736309584,0.934749399436028,-0.08320344363543127,-0.03739497412081711,-0.724033965384703,0.4147332944008061,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,-0.5343454134215806,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,0
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.16784721894079774,-0.11419713529321755,-0.04224187794666993,-0.3883409679330339,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.21540545077092102,-0.027863910628767637,-0.16425664846000487,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.7191902521738638,-1.1380824281572512,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.02515240999660672,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,0.5727353358152368,2.2531388617292474,-0.5664903470847948,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,1
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,0.10926039081209654,-0.38827249816902615,-0.04224187794666993,-1.0363883483213425,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.21540545077092102,-0.027863910628767637,0.287898048968568,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.47064933664683656,-0.25690713562419154,0.4719227761813391,-0.08320344363543127,-0.03739497412081711,-0.1484844491827414,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,0.23937566428601798,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,0
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,1.8246884511871566,0.6647538960380281,-0.04224187794666993,-1.4750057826085516,-0.038654145438728485,-0.09809100444047718,-0.031207611951124915,-0.0393045321389722,-0.21540545077092102,-0.027863910628767637,0.20177334469645888,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,0.5938897101445525,-0.6653120692588208,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.6286921762266273,-0.08723028915096769,9.667506907306558,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,0.38226685081373,-0.18212526100176038,0.3375547640015715,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,4
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.1810428194052213,-0.11419713529321755,-0.04224187794666993,-0.6361237898462108,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.21540545077092102,-0.027863910628767637,-0.12657709034095713,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.3530600862899635,-1.0762411372175207,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.6877341098795642,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,-0.5816906645534464,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,2.777403675465238,1
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,0.03008678802555533,-0.4411642348643577,-0.04224187794666993,0.12884175135103623,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.21540545077092102,-0.027863910628767637,-0.07813194418789575,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.6532690057616775,-0.939433056852892,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.7424025669656167,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,0.669469892989179,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,4
-0.027863910628767637,-0.028865575102582256,-0.05900628065843186,-0.0806661489709096,-0.1546516184763742,-0.7080270881908028,-0.04224187794666993,-0.5529096714175827,-0.038654145438728485,-0.09809100444047718,-0.08032435408177206,-0.0393045321389722,-0.21540545077092102,-0.027863910628767637,-0.3526544390552436,-0.057387226115141333,-0.038032602714780726,-0.027863910628767637,-0.07716144357727883,-0.6933562502015205,-0.9861295418481989,-0.2994549292431424,-0.08320344363543127,-0.03739497412081711,-0.2984946954268697,-0.08723028915096769,-0.15207106732464215,-0.13113733397877672,-0.027863910628767637,-0.027863910628767637,-0.37960708919229713,-0.18212526100176038,-0.16505245459302628,-0.042676800786791494,-0.053122030718681316,-0.03432615758093915,-0.03918803224232762,-0.24167074299701358,0
